#OTUID	taxonomy	USEARCH	SINTAX	UTAX
OTU1	GSL|100.0|MK402142|SH1883563.08FU;k:Fungi,p:Mucoromycota,c:Umbelopsidomycetes,o:Umbelopsidales,f:Umbelopsidaceae,g:Umbelopsis,s:Umbelopsis dimorpha	k:Fungi,p:Mucoromycota,c:Umbelopsidomycetes,o:Umbelopsidales,f:Umbelopsidaceae,g:Umbelopsis	k:Fungi,p:Mucoromycota,c:Umbelopsidomycetes,o:Umbelopsidales,f:Umbelopsidaceae,g:Umbelopsis,s:Umbelopsis dimorpha	No hit
OTU8389	SS|1.0000|HG936955|SH1615674.08FU;k:Fungi	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Lasiosphaeriaceae,g:Cladorrhinum	k:Fungi	No hit
OTU8390	SS|0.9200|UDB0498259|SH2729660.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes	k:Fungi,p:Ascomycota,c:Sordariomycetes	k:Fungi,p:Ascomycota,c:Sordariomycetes	No hit
OTU8391	SS|1.0000|KJ421024|SH1142044.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Cortinariaceae,g:Cortinarius	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Cortinariaceae,g:Cortinarius,s:Cortinarius bisporiger	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Cortinariaceae,g:Cortinarius	No hit
OTU8392	GS|72.9|AB848513|SH1527397.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Inocybaceae,g:Inocybe	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Inocybaceae,g:Inocybe	No hit	No hit
OTU8393	GS|91.3|MG707589|SH1145549.08FU;k:Fungi,p:Ascomycota	k:Fungi,p:Ascomycota	No hit	No hit
OTU8394	SS|0.9900|MK329065|SH3589921.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Cordycipitaceae,g:Amphichorda	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales	No hit
OTU8395	SS|1.0000|AB671506|SH1517984.08FU;k:Fungi	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,f:Vibrisseaceae,g:Phialocephala	k:Fungi	No hit
OTU8396	GS|100.0|UDB0397908|SH1566384.08FU;k:Fungi,p:Ascomycota,c:Archaeorhizomycetes,o:Archaeorhizomycetales,f:Archaeorhizomycetaceae,g:Archaeorhizomyces	k:Fungi,p:Ascomycota,c:Archaeorhizomycetes,o:Archaeorhizomycetales,f:Archaeorhizomycetaceae,g:Archaeorhizomyces	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales	No hit
OTU8397	GS|74.9|KP889851|SH1243427.08FU;k:Fungi	k:Fungi	No hit	No hit
OTU8398	GS|88.7|MW215771|SH1659495.08FU;k:Fungi	k:Fungi	No hit	No hit
OTU8399	GS|100.0|UDB0116485|SH1659668.08FU;k:Fungi,p:Rozellomycota	k:Fungi,p:Rozellomycota	k:Fungi,p:Rozellomycota	No hit
OTU8400	SS|0.8500|UDB0621435|SH1522280.08FU;k:Fungi,p:Ascomycota,c:Leotiomycetes	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Inocybaceae,g:Inocybe	k:Fungi,p:Ascomycota,c:Leotiomycetes	No hit
OTU8401	GS|100.0|UDB0327029|SH1582440.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	No hit
OTU8402	SS|0.9800|HM240097|SH1609738.08FU;k:Rhizaria,p:Cercozoa	k:Rhizaria,p:Cercozoa	k:Rhizaria,p:Cercozoa	No hit
OTU8403	SS|0.8000|KU144607|SH1529768.08FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae	k:Fungi,p:Ascomycota,c:Eurotiomycetes	No hit
OTU8404	SS|1.0000|KY379811|SH1192193.08FU;k:Fungi	k:Fungi	k:Fungi	No hit
OTU8405	GS|97.3|LC171583|SH2595663.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Tremellodendropsidales	k:Fungi	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Tremellodendropsidales	No hit
OTU8406	GS|98.7|HQ022018|SH1517303.08FU;k:Fungi,p:Mucoromycota,c:Endogonomycetes	k:Fungi,p:Mucoromycota,c:Endogonomycetes	k:Fungi,p:Mucoromycota,c:Endogonomycetes	No hit
OTU8408	GS|84.4|JQ666390|SH3350031.08FU;k:Fungi,p:Rozellomycota	k:Fungi,p:Rozellomycota	No hit	No hit
OTU8409	GS|99.4|MF971803|SH1157553.08FU;k:Fungi	k:Fungi	k:Fungi	No hit
OTU8410	SS|1.0000|UDB028015|SH1509659.08FU;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales	No hit
OTU8411	SS|0.8100|KU559766|SH2589805.08FU;k:Fungi,p:Rozellomycota	k:Fungi	k:Fungi,p:Rozellomycota	No hit
OTU8412	GS|0.0|None;No hit	No hit	No hit	No hit
OTU8413	SS|1.0000|MF976636|SH1172806.08FU;k:Fungi	k:Fungi	k:Fungi	No hit
OTU8414	SS|0.9800|KU195580|SH1631901.08FU;k:Fungi	k:Fungi,p:Basidiomycota,c:Agaricostilbomycetes,o:Agaricostilbales	k:Fungi	No hit
OTU8415	GS|85.8|KT328854|SH1246562.08FU;k:Fungi,p:Basidiomycota,c:Tremellomycetes	k:Fungi,p:Basidiomycota,c:Tremellomycetes	No hit	No hit
OTU8416	SS|0.9400|LR736040|SH3594609.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales,f:Teratosphaeriaceae	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales,f:Teratosphaeriaceae,g:Devriesia,s:Devriesia staurophora	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales,f:Teratosphaeriaceae	No hit
OTU8417	GS|79.9|HG513102|SH2589005.08FU;k:Fungi	k:Fungi	No hit	No hit
OTU8418	GS|85.6|MF615006|SH1648870.08FU;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales	No hit	No hit
OTU8420	SS|1.0000|MT765609|SH2601934.08FU;k:Fungi,p:Glomeromycota	k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae	k:Fungi,p:Glomeromycota	No hit
OTU8421	GS|71.9|AB848706|SH1550065.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Cantharellales,f:Ceratobasidiaceae	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Cantharellales,f:Ceratobasidiaceae	No hit	No hit
OTU8422	GS|82.7|KU559825|SH1168498.08FU;k:Fungi	k:Fungi	No hit	No hit
OTU8423	SS|0.8600|JQ666760|SH1514805.08FU;k:Rhizaria,p:Cercozoa	k:Rhizaria,p:Cercozoa	k:Rhizaria,p:Cercozoa	No hit
OTU8424	GS|85.9|KY774037|SH1144141.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Hymenochaetales,f:Hymenochaetaceae,g:Coltricia	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Hymenochaetales,f:Hymenochaetaceae,g:Coltricia	No hit	No hit
OTU8425	GS|100.0|UDB0326770|SH2722936.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Melanommataceae,g:Phragmocephala	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Melanommataceae,g:Phragmocephala	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Melanommataceae	No hit
OTU8427	GS|0.0|None;No hit	No hit	No hit	No hit
OTU8428	GS|73.5|UDB0733199|SH3320206.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes	k:Fungi,p:Basidiomycota,c:Agaricomycetes	No hit	No hit
OTU8429	GS|88.3|UDB0384471|SH2739159.08FU;k:Fungi,p:Rozellomycota	k:Fungi,p:Rozellomycota	No hit	No hit
OTU8430	GS|79.4|KP137059|SH1651361.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Amanitaceae,g:Amanita	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Amanitaceae,g:Amanita	No hit	No hit
OTU8431	GS|70.8|EU032355|SH3207304.08FU;k:Alveolata,p:Ciliophora,c:Oligohymenophorea,o:Pleuronematida,f:Cyclidiidae,g:Cyclidium	k:Alveolata,p:Ciliophora,c:Oligohymenophorea,o:Pleuronematida,f:Cyclidiidae,g:Cyclidium	No hit	No hit
OTU8432	GS|0.0|None;No hit	No hit	No hit	No hit
OTU8433	GS|73.6|KP889489|SH1243432.08FU;k:Rhizaria,p:Cercozoa	k:Rhizaria,p:Cercozoa	No hit	No hit
OTU8435	SS|0.8200|GQ981527|SH1235265.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Amanitaceae,g:Amanita	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Amanitaceae,g:Amanita,s:Amanita arenaria	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Amanitaceae,g:Amanita	No hit
OTU8436	GS|0.0|None;No hit	No hit	No hit	No hit
OTU8437	SS|0.8500|UDB0621435|SH1522280.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Lasiosphaeriaceae	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Inocybaceae,g:Inocybe	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Lasiosphaeriaceae	No hit
OTU8438	GS|93.5|JQ081429|SH3236548.08FU;k:Fungi	k:Fungi	No hit	No hit
OTU8439	GS|0.0|None;No hit	No hit	No hit	No hit
OTU8440	GS|81.0|MF971232|SH1157560.08FU;k:Fungi	k:Fungi	No hit	No hit
OTU8441	SS|0.8700|UDB0154282|SH2729000.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Venturiales	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Venturiales	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Venturiales	No hit
OTU8442	SS|0.9900|MK493151|SH2711517.08FU;k:Fungi,p:Ascomycota,c:Orbiliomycetes,o:Orbiliales,f:Orbiliaceae	k:Fungi,p:Ascomycota,c:Orbiliomycetes,o:Orbiliales,f:Orbiliaceae,g:Hyalorbilia	k:Fungi,p:Ascomycota,c:Orbiliomycetes,o:Orbiliales,f:Orbiliaceae	No hit
OTU8443	GS|77.5|KC965932|SH1247484.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales	No hit	No hit
OTU8444	GS|92.1|JQ218220|SH1160098.08FU;k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Claroideoglomeraceae,g:Claroideoglomus	k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Claroideoglomeraceae,g:Claroideoglomus	No hit	No hit
OTU8445	SS|1.0000|KF617582|SH1539404.08FU;k:Fungi,p:Ascomycota,c:Leotiomycetes	k:Fungi,p:Ascomycota,c:Leotiomycetes	k:Fungi,p:Ascomycota,c:Leotiomycetes	No hit
OTU8446	GS|97.2|FJ553003|SH1522495.08FU;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,g:Chalara	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,g:Chalara	k:Fungi,p:Ascomycota	No hit
OTU8447	GS|85.4|KY687586|SH1571584.08FU;k:Fungi,p:Mortierellomycota,c:Mortierellomycetes,o:Mortierellales,f:Mortierellaceae,g:Mortierella	k:Fungi,p:Mortierellomycota,c:Mortierellomycetes,o:Mortierellales,f:Mortierellaceae,g:Mortierella	No hit	No hit
OTU8448	SS|1.0000|KY827318|SH1236287.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Cortinariaceae,g:Phaeocollybia	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Cortinariaceae,g:Phaeocollybia	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Cortinariaceae,g:Phaeocollybia	No hit
OTU8449	SS|0.9500|KX100359|SH1536262.08FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Clavicipitaceae,g:Paecilomyces	k:Fungi,p:Ascomycota,c:Eurotiomycetes	No hit
OTU8450	GS|81.3|GU187889|SH1244273.08FU;k:Fungi	k:Fungi	No hit	No hit
OTU8451	GS|78.1|JN943470|SH1522394.08FU;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,f:Helotiaceae,g:Chlorociboria,s:Chlorociboria halonata	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,f:Helotiaceae,g:Chlorociboria,s:Chlorociboria halonata	No hit	No hit
OTU8452	GS|76.5|KF297001|SH1156411.08FU;k:Fungi	k:Fungi	No hit	No hit
OTU8453	GS|98.9|MK875633|SH2711649.08FU;k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae,g:Glomus	k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae,g:Glomus	k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae,g:Glomus	No hit
OTU8454	SS|0.9000|UDB076088|SH1557420.08FU;k:Fungi,p:Basidiomycota	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Trechisporales	k:Fungi,p:Basidiomycota	No hit
OTU8455	SS|0.9500|KY774199|SH1157636.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Entolomataceae,g:Entoloma	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Entolomataceae,g:Entoloma	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Entolomataceae,g:Entoloma	No hit
OTU8456	SS|0.8500|UDB0200097|SH1547051.08FU;k:Fungi,p:Chytridiomycota,c:Spizellomycetes,o:Spizellomycetales,f:Powellomycetaceae	k:Fungi,p:Chytridiomycota,c:Spizellomycetes,o:Spizellomycetales,f:Powellomycetaceae,g:Powellomyces	k:Fungi,p:Chytridiomycota,c:Spizellomycetes,o:Spizellomycetales,f:Powellomycetaceae	No hit
OTU8457	GS|97.4|LC440264|SH1238630.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes	k:Fungi,p:Ascomycota	k:Fungi,p:Ascomycota,c:Sordariomycetes	No hit
OTU8458	SS|1.0000|MH859032|SH1557338.08FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Trichomeriaceae,g:Arthrocladium,s:Arthrocladium caudatum	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales	No hit
OTU8459	SS|0.9700|MT237153|SH1543032.08FU;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales	k:Fungi	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales	No hit
OTU8460	GS|77.9|KT202991|SH1240342.08FU;k:Fungi	k:Fungi	No hit	No hit
OTU8461	SS|1.0000|HM239980|SH1515411.08FU;k:Fungi	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales	k:Fungi	No hit
OTU8462	GS|92.2|UDB092892|SH2725633.08FU;k:Fungi,p:Ascomycota,c:Archaeorhizomycetes,o:Archaeorhizomycetales,f:Archaeorhizomycetaceae,g:Archaeorhizomyces	k:Fungi,p:Ascomycota,c:Archaeorhizomycetes,o:Archaeorhizomycetales,f:Archaeorhizomycetaceae,g:Archaeorhizomyces	No hit	No hit
OTU8463	GS|98.6|KF296886|SH1168477.08FU;k:Fungi,p:Chytridiomycota,c:Rhizophydiomycetes,o:Rhizophydiales	k:Fungi,p:Chytridiomycota,c:Rhizophydiomycetes,o:Rhizophydiales	k:Fungi,p:Chytridiomycota,c:Rhizophydiomycetes,o:Rhizophydiales	No hit
OTU8464	SS|1.0000|UDB0336869|SH1529963.08FU;k:Fungi,p:Rozellomycota	k:Fungi,p:Rozellomycota	k:Fungi,p:Rozellomycota	No hit
OTU8465	SS|1.0000|UDB0586465|SH1505630.08FU;k:Fungi	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Inocybaceae,g:Inocybe	k:Fungi	No hit
OTU8466	GS|73.5|MF971539|SH1243596.08FU;k:Fungi	k:Fungi	No hit	No hit
OTU8468	SS|0.8000|UDB0778502|SH2713531.08FU;k:Fungi,p:Ascomycota	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,f:Helotiaceae,g:Pseudohelotium,s:Pseudohelotium alaunae	k:Fungi,p:Ascomycota	No hit
OTU8469	GSL|98.3|MT441635|SH1529988.08FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Aspergillaceae,g:Penicillium	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Aspergillaceae,g:Penicillium	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Aspergillaceae,g:Penicillium	No hit
OTU8471	SS|0.8500|MK050451|SH2712192.08FU;k:Fungi,p:Basidiomycota	k:Fungi,p:Basidiomycota,c:Microbotryomycetes,g:Colacogloea	k:Fungi,p:Basidiomycota	No hit
OTU8472	SS|0.8000|MF976659|SH1150258.08FU;k:Fungi,p:Basidiomycota,c:Microbotryomycetes,o:Sporidiobolales	k:Fungi,p:Basidiomycota,c:Microbotryomycetes,o:Sporidiobolales	k:Fungi,p:Basidiomycota,c:Microbotryomycetes,o:Sporidiobolales	No hit
OTU8473	SS|1.0000|UDB0431084|SH2740545.08FU;k:Fungi,p:Monoblepharomycota,c:Monoblepharidomycetes,o:Monoblepharidales	k:Fungi,p:Monoblepharomycota,c:Monoblepharidomycetes,o:Monoblepharidales	k:Fungi,p:Monoblepharomycota,c:Monoblepharidomycetes,o:Monoblepharidales	No hit
OTU8474	GS|74.1|MH225451|SH1640859.08FU;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,f:Sclerotiniaceae,g:Clarireedia	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,f:Sclerotiniaceae,g:Clarireedia	No hit	No hit
OTU8475	GS|0.0|None;No hit	No hit	No hit	No hit
OTU8476	SS|0.8000|JF300546|SH1565775.08FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales	No hit
OTU8477	GS|0.0|None;No hit	No hit	No hit	No hit
OTU8478	GS|0.0|None;No hit	No hit	No hit	No hit
OTU8480	GS|100.0|GU721875|SH1525446.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	No hit
OTU8481	GS|0.0|None;No hit	No hit	No hit	No hit
OTU8483	SS|0.9700|LC523843|SH1529591.08FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae,g:Cladophialophora	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales	No hit
OTU8484	GS|83.7|KC965491|SH3233154.08FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales	No hit	No hit
OTU8486	SS|0.8400|JQ692165|SH1520863.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Magnaporthales,f:Magnaporthaceae,g:Pyricularia,s:Pyricularia parasitica	k:Fungi,p:Ascomycota	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Magnaporthales,f:Magnaporthaceae,g:Pyricularia,s:Pyricularia parasitica	No hit
OTU8487	GS|97.2|MT671360|SH1509552.08FU;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,f:Helotiaceae,g:Mycosymbioces,s:Mycosymbioces mycenaphila	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,f:Helotiaceae,g:Mycosymbioces,s:Mycosymbioces mycenaphila	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales	No hit
OTU8488	SS|0.9000|JQ346926|SH1186406.08FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales	No hit
OTU8489	GDL|100.0|KY312633|SH1545862.08FU;k:Fungi,p:Ascomycota	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,g:Cadophora	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae,g:Phialophora,s:Phialophora mustea	No hit
OTU8490	GS|0.0|None;No hit	No hit	No hit	No hit
OTU8491	SS|0.8700|MH986821|SH1575244.08FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae,g:Exophiala,s:Exophiala xenobiotica	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales	No hit
OTU8492	GS|0.0|None;No hit	No hit	No hit	No hit
OTU8493	SS|0.9300|JX456672|SH1561361.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Agaricaceae	k:Fungi	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Agaricaceae	No hit
OTU8494	SS|1.0000|HQ154285|SH1246329.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Sebacinales	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Sebacinales,f:Sebacinaceae	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Sebacinales	No hit
OTU8495	GS|99.4|MG836664|SH1549242.08FU;k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae,g:Oehlia,s:Oehlia diaphana	k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae,g:Oehlia,s:Oehlia diaphana	k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae	No hit
OTU8496	SS|0.9700|MH860606|SH2592080.08FU;k:Fungi,p:Ascomycota	k:Fungi,p:Ascomycota	k:Fungi,p:Ascomycota	No hit
OTU8497	SS|0.8100|KF617984|SH1525857.08FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales	k:Fungi	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales	No hit
OTU8498	GS|84.1|UDB0356102|SH2738168.08FU;k:Fungi,p:Basidiomycota	k:Fungi,p:Basidiomycota	No hit	No hit
OTU8499	GS|0.0|None;No hit	No hit	No hit	No hit
OTU8500	GS|77.7|KF617525|SH1150694.08FU;k:Fungi,p:Ascomycota	k:Fungi,p:Ascomycota	No hit	No hit
OTU8501	GS|72.7|AB848493|SH1634772.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Inocybaceae,g:Inocybe	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Inocybaceae,g:Inocybe	No hit	No hit
OTU8502	SS|0.8400|KF251227|SH1521401.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales,f:Teratosphaeriaceae,g:Suberoteratosphaeria,s:Suberoteratosphaeria suberosa	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales	No hit
OTU8503	GS|90.5|MH864106|SH2591890.08FU;k:Fungi,p:Ascomycota,g:Lylea,s:Lylea tetracoila	k:Fungi,p:Ascomycota,g:Lylea,s:Lylea tetracoila	No hit	No hit
OTU8504	SS|0.9000|HQ650647|SH1189022.08FU;k:Fungi,p:Ascomycota,c:Lecanoromycetes	k:Fungi,p:Ascomycota,c:Lecanoromycetes,o:Lecanorales,f:Squamarinaceae,g:Squamarina,s:Squamarina gypsacea	k:Fungi,p:Ascomycota,c:Lecanoromycetes	No hit
OTU8505	SS|0.9900|KY774200|SH1188465.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Entolomataceae,g:Entoloma	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Entolomataceae,g:Entoloma	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Entolomataceae,g:Entoloma	No hit
OTU8506	GS|98.3|HQ191299|SH1517393.08FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae,g:Coniosporium,s:Coniosporium apollinis	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae,g:Coniosporium	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae,g:Coniosporium,s:Coniosporium apollinis	No hit
OTU8507	GDL|97.4|KU141150|SH1552447.08FU;k:Fungi,p:Ascomycota	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Thermoascaceae	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Clavicipitaceae,g:Metacordyceps,s:Metacordyceps shibinensis	No hit
OTU8508	GS|81.2|KC791038|SH1510537.08FU;k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales,f:Pezizaceae	k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales,f:Pezizaceae	No hit	No hit
OTU8509	GS|91.0|UDB0352728|SH2612384.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Atheliales,f:Tylosporaceae,g:Amphinema	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Atheliales,f:Tylosporaceae,g:Amphinema	No hit	No hit
OTU8510	GS|0.0|None;No hit	No hit	No hit	No hit
OTU8511	GS|100.0|UDB0435869|SH1529602.08FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae,g:Cladophialophora,s:Cladophialophora chaetospira	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae,g:Cladophialophora	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae,g:Cladophialophora,s:Cladophialophora chaetospira	No hit
